Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,51
Base Time Seconds,1706967266
Base Time Fractional,.272828020
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,3.635743632913e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000128698,Amp DC,.001,T,4W,F,F,02/03/2024,13:34:26,.272828020
2,4.020097549073e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000099917215,Amp DC,.001,T,4W,F,F,02/03/2024,13:34:26,.442233420
3,3.210213617422e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000199926089,Amp DC,.001,T,4W,F,F,02/03/2024,13:34:26,.611647000
4,3.210206341464e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000299830117,Amp DC,.001,T,4W,F,F,02/03/2024,13:34:26,.781067480
5,2.647409564815e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000399858509,Amp DC,.001,T,4W,F,F,02/03/2024,13:34:26,.950475120
6,2.702316851355e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000499881353,Amp DC,.001,T,4W,F,F,02/03/2024,13:34:27,.119885940
7,2.359149220865e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000599916129,Amp DC,.001,T,4W,F,F,02/03/2024,13:34:27,.289317520
8,2.345416578464e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000699947705,Amp DC,.001,T,4W,F,F,02/03/2024,13:34:27,.458732160
9,2.057154779322e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000799978952,Amp DC,.001,T,4W,F,F,02/03/2024,13:34:27,.628146100
10,2.070881600957e-05,Volt DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000899850929,Amp DC,.001,T,4W,F,F,02/03/2024,13:34:27,.797574880
