-4.500000000000000000e+02,-1.043243000000000067e-05
-4.450000000000000000e+02,-1.020293999999999959e-05
-4.400000000000000000e+02,-9.958317000000000696e-06
-4.350000000000000000e+02,-9.702029000000000618e-06
-4.300000000000000000e+02,-9.442539999999999213e-06
-4.250000000000000000e+02,-9.160761999999999825e-06
-4.200000000000000000e+02,-8.897058999999999412e-06
-4.150000000000000000e+02,-8.735440999999999904e-06
-4.100000000000000000e+02,-8.415666999999999465e-06
-4.050000000000000000e+02,-8.078643000000000166e-06
-4.000000000000000000e+02,-7.789682999999999463e-06
-3.950000000000000000e+02,-7.488121000000000299e-06
-3.900000000000000000e+02,-7.135539999999999956e-06
-3.850000000000000000e+02,-6.931850000000000387e-06
-3.800000000000000000e+02,-6.524908000000000209e-06
-3.750000000000000000e+02,-6.298023000000000094e-06
-3.700000000000000000e+02,-5.880098999999999587e-06
-3.650000000000000000e+02,-5.465850000000000362e-06
-3.600000000000000000e+02,-5.218596000000000205e-06
-3.550000000000000000e+02,-4.829095999999999953e-06
-3.500000000000000000e+02,-4.316278000000000317e-06
-3.450000000000000000e+02,-3.911952000000000353e-06
-3.400000000000000000e+02,-3.562977000000000022e-06
-3.350000000000000000e+02,-3.049047000000000184e-06
-3.300000000000000000e+02,-2.385832000000000131e-06
-3.250000000000000000e+02,-1.341378000000000009e-06
-3.200000000000000000e+02,3.491497999999999889e-07
-3.150000000000000000e+02,1.956648000000000091e-06
-3.100000000000000000e+02,3.960792000000000041e-06
-3.050000000000000000e+02,7.433384000000000250e-06
-3.000000000000000000e+02,1.124254999999999962e-05
-2.950000000000000000e+02,1.740825000000000057e-05
-2.900000000000000000e+02,2.488788999999999864e-05
-2.850000000000000000e+02,3.585126999999999802e-05
-2.800000000000000000e+02,4.733885999999999894e-05
-2.750000000000000000e+02,6.415244999999999596e-05
-2.700000000000000000e+02,8.081492999999999977e-05
-2.650000000000000000e+02,1.046817000000000044e-04
-2.600000000000000000e+02,1.323615000000000100e-04
-2.550000000000000000e+02,1.694830000000000034e-04
-2.500000000000000000e+02,2.211257999999999963e-04
