-4.500000000000000000e+02,-6.196722999999999895e-06
-4.480000000000000000e+02,-6.200160000000000113e-06
-4.460000000000000000e+02,-6.143139999999999937e-06
-4.440000000000000000e+02,-6.129292999999999932e-06
-4.420000000000000000e+02,-6.018827000000000404e-06
-4.400000000000000000e+02,-5.914892999999999918e-06
-4.380000000000000000e+02,-5.883595999999999767e-06
-4.360000000000000000e+02,-5.777755000000000216e-06
-4.340000000000000000e+02,-5.751717000000000178e-06
-4.320000000000000000e+02,-5.745801999999999744e-06
-4.300000000000000000e+02,-5.646904999999999597e-06
-4.280000000000000000e+02,-5.554303000000000208e-06
-4.260000000000000000e+02,-5.498208000000000366e-06
-4.240000000000000000e+02,-5.447155000000000365e-06
-4.220000000000000000e+02,-5.348382999999999645e-06
-4.200000000000000000e+02,-5.213730000000000140e-06
-4.180000000000000000e+02,-5.209616999999999896e-06
-4.160000000000000000e+02,-5.076182999999999947e-06
-4.140000000000000000e+02,-5.061650000000000064e-06
-4.120000000000000000e+02,-4.982211999999999826e-06
-4.100000000000000000e+02,-4.889876999999999973e-06
-4.080000000000000000e+02,-4.849396000000000419e-06
-4.060000000000000000e+02,-4.768302000000000209e-06
-4.040000000000000000e+02,-4.761628999999999604e-06
-4.020000000000000000e+02,-4.564507000000000071e-06
-4.000000000000000000e+02,-4.491271999999999746e-06
-3.980000000000000000e+02,-4.442861999999999646e-06
-3.960000000000000000e+02,-4.365969000000000414e-06
-3.940000000000000000e+02,-4.296698999999999636e-06
-3.920000000000000000e+02,-4.177517000000000071e-06
-3.900000000000000000e+02,-4.164712999999999846e-06
-3.880000000000000000e+02,-4.051922000000000302e-06
-3.860000000000000000e+02,-4.024313000000000309e-06
-3.840000000000000000e+02,-3.870081000000000123e-06
-3.820000000000000000e+02,-3.856688000000000368e-06
-3.800000000000000000e+02,-3.712134999999999908e-06
-3.780000000000000000e+02,-3.629305000000000059e-06
-3.760000000000000000e+02,-3.599990999999999800e-06
-3.740000000000000000e+02,-3.503033999999999841e-06
-3.720000000000000000e+02,-3.413794000000000082e-06
-3.700000000000000000e+02,-3.288246999999999944e-06
-3.680000000000000000e+02,-3.174869000000000078e-06
-3.660000000000000000e+02,-3.144070000000000121e-06
-3.640000000000000000e+02,-2.975383000000000088e-06
-3.620000000000000000e+02,-2.879677999999999960e-06
-3.600000000000000000e+02,-2.729161999999999858e-06
-3.580000000000000000e+02,-2.723588000000000155e-06
-3.560000000000000000e+02,-2.565717999999999920e-06
-3.540000000000000000e+02,-2.521016000000000106e-06
-3.520000000000000000e+02,-2.303364000000000111e-06
-3.500000000000000000e+02,-2.238305999999999979e-06
-3.480000000000000000e+02,-2.143000999999999881e-06
-3.460000000000000000e+02,-2.005912000000000049e-06
-3.440000000000000000e+02,-1.937355000000000105e-06
-3.420000000000000000e+02,-1.604519999999999971e-06
-3.400000000000000000e+02,-1.647513000000000043e-06
-3.380000000000000000e+02,-1.424129000000000007e-06
-3.360000000000000000e+02,-1.296905999999999980e-06
-3.340000000000000000e+02,-1.102730000000000028e-06
-3.320000000000000000e+02,-8.256667000000000013e-07
-3.300000000000000000e+02,-5.200902999999999703e-07
-3.280000000000000000e+02,4.066899000000000185e-08
-3.260000000000000000e+02,3.658562000000000014e-07
-3.240000000000000000e+02,1.123655999999999987e-06
-3.220000000000000000e+02,1.443894000000000105e-06
-3.200000000000000000e+02,1.554489000000000017e-06
-3.180000000000000000e+02,2.275852000000000043e-06
-3.160000000000000000e+02,2.134240999999999900e-06
-3.140000000000000000e+02,3.673803999999999986e-06
-3.120000000000000000e+02,3.978344000000000039e-06
-3.100000000000000000e+02,4.679243000000000153e-06
-3.080000000000000000e+02,5.168711000000000258e-06
-3.060000000000000000e+02,8.149122999999999193e-06
-3.040000000000000000e+02,8.873688999999999329e-06
-3.020000000000000000e+02,9.563833999999999479e-06
-3.000000000000000000e+02,1.137948999999999936e-05
-2.980000000000000000e+02,1.247753000000000080e-05
-2.960000000000000000e+02,1.481382000000000007e-05
-2.940000000000000000e+02,1.762340999999999870e-05
-2.920000000000000000e+02,1.984981000000000164e-05
-2.900000000000000000e+02,2.065225999999999935e-05
-2.880000000000000000e+02,2.508897000000000113e-05
-2.860000000000000000e+02,2.832375000000000135e-05
-2.840000000000000000e+02,3.113742999999999980e-05
-2.820000000000000000e+02,3.539910999999999861e-05
-2.800000000000000000e+02,3.939013000000000296e-05
-2.780000000000000000e+02,4.158180000000000226e-05
-2.760000000000000000e+02,4.901656999999999884e-05
-2.740000000000000000e+02,5.709044000000000087e-05
-2.720000000000000000e+02,5.827165000000000307e-05
-2.700000000000000000e+02,6.594379000000000310e-05
-2.680000000000000000e+02,7.190214000000000002e-05
-2.660000000000000000e+02,8.024603000000000595e-05
-2.640000000000000000e+02,8.947857999999999940e-05
-2.620000000000000000e+02,1.022230999999999937e-04
-2.600000000000000000e+02,1.145670999999999962e-04
-2.580000000000000000e+02,1.279684000000000062e-04
-2.560000000000000000e+02,1.448010000000000117e-04
-2.540000000000000000e+02,1.584687000000000096e-04
-2.520000000000000000e+02,1.890325000000000100e-04
-2.500000000000000000e+02,2.311151000000000058e-04
